Year;Quarter;Занятые;Безработные;Общее количество занятых в неформальном секторе;только в неформальном секторе;в неформальном и формальном секторах;с основной работой в неформальном секторе;с дополнительной работой в неформальном секторе;Занятые в неформальном секторе в % к общей численности занятых;Общая численность наёмных работников;работали на основе трудового договора (служебного контракта) в письменной форме ;работали на основе трудового договора (служебного контракта) в письменной форме постоянного ;работали на основе трудового договора (служебного контракта) в письменной форме временного или краткосрочного ;работали на основе устной договоренности с работодателем, без оформления документов;работали на основе устной договоренности с работодателем, без оформления документов на постоянной основе;работали на основе устной договоренности с работодателем, без оформления документов на постоянной основе на временной или краткосрочной основе;работали на основе договора гражданско-правового характера;работали на основе трудового договора о выполнении работы на дому;работали на основе трудового договора о выполнении работы на дому с использованием сети «Интернет»  (дистанционная  работа);Общее число владельцев предприятий и индивидуально работающих, включая самозанятых.;без регистрации или оформления документов;с регистрацией предприятия в качестве юридического лица;с регистрацией предприятия в качестве инливид.предпринимател;регистрация деятельности в стадии оформления;с регистрацией в качестве самозанятого;Source
2012;2;71940,89482;4059,683121;13838,3599;12307,56128;1530,798622;17,88822047;1512,910401;19,23573502;66936,52463;63706,61829;61208,89263;2497,725659;2380,351992;;;829,7019635;19,85239152;;;;;;;;ORS_2013
2012;3;72539,69595;3873,203982;14961,69136;13443,28061;1518,410754;12,52864403;1505,88211;20,62552258;67085,8071;63495,93516;61206,77668;2289,158484;2760,991982;;;812,9733152;15,90663916;;;;;;;;ORS_2013
2012;4;71625,18906;3887,337281;13074,84407;11954,22618;1120,617884;17,67405978;1102,943824;18,25453341;66921,38158;63663,51973;61582,85812;2080,661614;2440,503721;;;793,3161011;23,31906106;;;;;;;;ORS_2013
2013;1;70899,29323;4355,298678;13134,88331;12118,86208;1016,021231;16,53446059;999,4867704;18,52611319;66177,23616;62825,41532;60519,79109;2305,624237;2592,366216;;;736,5472746;22,90734654;;;;;;;;ORS_2013
2013;2;71399,99768;4057,96674;14112,43722;12837,25845;1275,178776;20,28124801;1254,897528;19,76531888;66166,43742;62750,74433;60561,41321;2189,331128;2699,182873;;;694,8312382;21,67897222;;;;;;;;ORS_2013
2013;3;71992,40086;3988,101254;15161,4735;13632,38479;1529,088712;17,03678482;1512,051927;21,05982482;66266,03311;62704,08144;60552,74253;2151,338906;2869,941387;;;669,2575075;22,75278051;;;;;;;;ORS_2013
2013;4;71274,14655;4148,40672;13976,44118;12868,71124;1107,729938;20,06167124;1087,668267;19,60941219;66177,61457;62755,51674;60533,75672;2221,760021;2647,90238;;;758,8299393;15,36550784;;;;;;;;ORS_2013
2011;1;69504,90919;5514,843603;11999,76918;10923,19792;1076,571255;16,03235055;1060,538904;17,26463543;64750,31892;61957,67107;59162,35383;2795,317238;2135,242504;;;642,6222661;14,78307789;;;;;;;;ORS_2012
2011;2;70858,34192;4846,674971;13088,76941;11684,04492;1404,724491;17,98383389;1386,740657;18,47174103;65799,50857;62752,25782;60240,85917;2511,398649;2351,970152;;;682,6691176;12,6114828;;;;;;;;ORS_2012
2011;3;71987,9548;4692,7754;14321,43879;12558,23059;1763,208201;18,19891388;1745,009288;19,8942154;66391,67592;63291,13992;60809,07515;2482,064775;2421,11921;;;662,7637235;16,65306844;;;;;;;;ORS_2012
2011;4;71075,24654;4635,305047;12277,76513;11088,12601;1189,639125;14,79565949;1174,843466;17,27431944;66367,49288;63351,12067;61152,57552;2198,545149;2339,974303;;;666,6412456;9,756662559;;;;;;;;ORS_2012
2012;1;70075,88362;4702,415594;12524,31172;11479,65762;1044,654102;12,51789911;1032,136203;17,87249918;65447,57758;62337,12419;59760,06134;2577,062853;2378,318811;;;714,7816148;17,35295797;;;;;;;;ORS_2012
2012;2;71940,89482;4059,683121;13838,3599;12307,56128;1530,798622;17,88822047;1512,910401;19,23573502;66936,52463;63706,61829;61208,89263;2497,725659;2380,351992;;;829,7019635;19,85239152;;;;;;;;ORS_2012
2012;3;72539,69595;3873,203982;14961,69136;13443,28061;1518,410754;12,52864403;1505,88211;20,62552258;67085,8071;63495,93516;61206,77668;2289,158484;2760,991982;;;812,9733152;15,90663916;;;;;;;;ORS_2012
2012;4;71625,18906;3887,337281;13074,84407;11954,22618;1120,617884;17,67405978;1102,943824;18,25453341;66921,38158;63663,51973;61582,85812;2080,661614;2440,503721;;;793,3161011;23,31906106;;;;;;;;ORS_2012
2010;1;67998,1885;6555,04705;10565,6759;9496,86858;1068,80732;20,29304;1048,51428;15,53817261;63699,62625;60882,90685;57665,29013;3217,61672;2055,6456;;;733,46968;27,60412;;;;;;;;ORS_2011
2010;2;70033,67299;5625,77306;11815,96278;10350,25419;1465,70859;18,233;1447,47559;16,87183076;65109,22905;62137,70015;58928,14151;3209,55864;2216,68152;;;727,74537;27,10201;;;;;;;;ORS_2011
2010;3;71067,16649;5192,2026;13029,22498;11447,66267;1581,56231;16,32552;1565,23679;18,33367731;65563,67975;62212,211;59325,50885;2886,70215;2599,79925;;;733,94078;17,72872;;;;;;;;ORS_2011
2010;4;70115,37702;5172,24955;10919,2932;9773,04485;1146,24835;19,37281;1126,87554;15,57332167;65620,55239;62799,17499;60259,85844;2539,31655;2231,01739;;;577,3903;12,96971;;;;;;;;ORS_2011
2011;1;69426,974;5617,096257;12172,4006;11052,64875;1119,751851;16,99314579;1102,758705;17,53266763;64634,05697;61795,266;58979,13464;2816,13136;2177,41488;;;645,9293077;15,44678024;;;;;;;;ORS_2011
2011;2;70720,94265;4959,300023;13232,56249;11784,79863;1447,763863;17,86879592;1429,895067;18,71095321;65645,13144;62544,76908;60006,6459;2538,123178;2396,438131;;;691,9248869;11,99935058;;;;;;;;ORS_2011
2011;3;71869,01782;4766,712605;14520,22187;12713,85931;1806,362568;18,76809883;1787,594469;20,20372939;66215,63763;63058,79973;60556,77501;2502,024715;2469,911657;;;670,0776514;16,84859107;;;;;;;;ORS_2011
2011;4;70910,24216;4737,72082;12406,38544;11177,09779;1229,287648;14,99058279;1214,297065;17,49590054;66180,93945;63133,86236;60902,17899;2231,683361;2372,202759;;;666,0472682;8,827067555;;;;;;;;ORS_2011
2009;4;69502,93228;6066,64555;12650,94286;11261,10012;1389,84274;12,92503;1376,91771;18,20202752;64713,37251;61657,75998;58193,66951;3464,09047;2234,1473;;;801,07672;20,38851;;;;;;;;ORS_2010
2010;1;67998,18686;6561,940417;10565,67529;9496,868259;1068,807034;20,29303414;1048,514;15,53817209;63699,62625;60882,90685;57665,29013;3217,61672;2055,6456;;;733,46968;27,60412;;;;;;;;ORS_2010
2010;2;70033,67758;5632,967565;11815,96371;10350,25498;1465,708734;18,23302162;1447,475712;16,87183098;65108,70486;62137,17596;58927,61732;3209,55864;2216,68152;;;727,74537;27,10201;;;;;;;;ORS_2010
2010;3;71066,13644;5212,484304;13028,40755;11446,84572;1581,561833;16,32554186;1565,236291;18,33279281;65563,46225;62211,9935;59325,29135;2886,70215;2599,79925;;;733,94078;17,72872;;;;;;;;ORS_2010
2010;4;70115,38035;5172,24969;10919,29329;9773,04488;1146,248408;19,37279646;1126,875611;15,57332105;65620,55567;62799,17823;60259,8619;2539,316333;2231,017437;;;577,3903063;12,96969716;;;;;;;;ORS_2010
2009;4;69502,92687;6066,644876;12650,94124;11261,09867;1389,84257;12,9250214;1376,917548;18,20202661;64713,36728;61657,75549;58193,66579;3464,089697;2234,146742;;;801,0765244;20,38852417;;;;;;;;ORS_2009
2010;1;68161,02607;6472,220976;10474,51671;9428,853766;1045,662942;19,54843368;1026,114509;15,36731078;63878,23638;61078,97305;57899,88577;3179,087281;2036,039073;;;735,9755347;27,2487237;;2718,583661;658,9791401;297,0815515;1697,911175;64,611794;;ors_new_2010_2012
2010;2;70140,51832;5529,061347;11704,33983;10275,48849;1428,851337;17,36331067;1411,488026;16,68698793;65235,42095;62302,29704;59147,72393;3154,57311;2185,588952;;;719,7047769;27,83017964;;2788,461239;785,0784491;259,164473;1671,266831;72,95148553;;ors_new_2010_2012
2010;3;71172,13322;5091,362079;12921,14454;11363,65514;1557,489399;16,00924169;1541,480157;18,15478046;65715,08866;62393,18907;59538,32212;2854,866946;2582,329518;;;720,6467643;18,92331657;;2887,410551;779,4692319;259,4279118;1776,846493;71,66691406;;ors_new_2010_2012
2010;4;70261,15624;5084,017932;10829,71542;9710,212831;1119,502589;19,29705909;1100,20553;15,41351723;65802,93561;62991,00675;60463,14754;2527,859217;2222,511432;;;576,7664579;12,65097057;;2729,865547;703,7597433;262,9335199;1722,890487;40,2817975;;ors_new_2010_2012
2011;1;69504,90919;5514,843603;11999,76918;10923,19792;1076,571255;16,03235055;1060,538904;17,26463543;64750,31892;61957,67107;59162,35383;2795,317238;2135,242504;;;642,6222661;14,78307789;;3025,640945;827,8759424;259,5050834;1875,912976;62,34694289;;ors_new_2010_2012
2011;2;70858,34192;4846,674971;13088,76941;11684,04492;1404,724491;17,98383389;1386,740657;18,47174103;65799,50857;62752,25782;60240,85917;2511,398649;2351,970152;;;682,6691176;12,6114828;;2998,368053;783,2248464;253,9198957;1890,890661;70,3326503;;ors_new_2010_2012
2011;3;71987,9548;4692,7754;14321,43879;12558,23059;1763,208201;18,19891388;1745,009288;19,89421539;66391,67592;63291,13992;60809,07515;2482,064775;2421,11921;;;662,7637235;16,65306844;;3071,789657;830,4646927;247,8464487;1936,15699;57,32152605;;ors_new_2010_2012
2011;4;71075,24654;4635,305047;12277,76513;11088,12601;1189,639125;14,79565949;1174,843466;17,27431944;66367,49288;63351,12067;61152,57552;2198,545149;2339,974303;;;666,6412456;9,756662559;;2960,949363;772,7368276;226,2747965;1903,904556;58,03318294;;ors_new_2010_2012
2012;1;70075,88362;4702,415594;12524,31172;11479,65762;1044,654102;12,51789911;1032,136203;17,87249918;65447,57758;62337,12419;59760,06134;2577,062853;2378,318811;;;714,7816148;17,35295797;;2887,501757;695,7606477;296,419746;1843,615986;51,70537734;;ors_new_2010_2012
2012;2;71940,89482;4059,683121;13838,3599;12307,56128;1530,798622;17,88822047;1512,910401;19,23573502;66936,52463;63706,61829;61208,89263;2497,725659;2380,351992;;;829,7019635;19,85239152;;2904,300157;769,5329077;280,1158547;1797,275768;57,37562703;;ors_new_2010_2012
2012;3;72539,69595;3873,203982;14961,69136;13443,28061;1518,410754;12,52864403;1505,88211;20,62552258;67085,8071;63495,93516;61206,77668;2289,158484;2760,991982;;;812,9733152;15,90663916;;2902,728947;728,215907;289,1311695;1836,876523;48,50534811;;ors_new_2010_2012
2012;4;71625,18906;3887,337281;13074,84407;11954,22618;1120,617884;17,67405978;1102,943824;18,25453341;66921,10088;63663,962;61582,85812;2081,103881;2440,503721;;;793,3161011;23,31906106;;2946,779175;754,4490109;267,7558925;1873,13946;51,43481141;;ors_new_2010_2012
2013;1;70983,60955;4358,820272;13150,51412;12133,2143;1017,299821;16,54058718;1000,759234;18,52612766;66254,78167;62897,33674;60594,1687;2303,168046;2595,434078;;;739,1268098;22,88403572;;2972,433322;860,4998359;132,0814738;1915,212736;64,63927696;;ors_new_2013_2015
2013;2;71486,01585;4061,583127;14129,55412;12852,27931;1277,274812;20,30157602;1256,973236;19,76547993;66247,32804;62826,25674;60641,72388;2184,532859;2701,866926;;;697,4451226;21,75925761;;3097,530887;832,4882919;158,7102036;2036,068925;70,26346645;;ors_new_2013_2015
2013;3;72076,88772;3990,964524;15183,7023;13651,94733;1531,754963;17,04034272;1514,71462;21,06597937;66340,62745;62772,79791;60626,11759;2146,680321;2872,788584;;;672,2634847;22,77746935;;3187,237559;929,3883737;136,4928191;2028,925929;92,43043705;;ors_new_2013_2015
2013;4;71353,16695;4151,184526;13993,96147;12884,96294;1108,998528;20,06166305;1088,936865;19,61224997;66250,98872;62822,25375;60605,92188;2216,331873;2651,824147;;;761,258738;15,65208587;;3338,758571;878,8679587;154,1743852;2215,145917;90,57030976;;ors_new_2013_2015
2014;1;70985,56304;4149,062129;13644,5677;12664,185;980,3826971;17,4711801;962,911517;19,22160946;66083,56542;62938,63757;60298,82434;2639,813238;2500,995896;;;600,7295453;26,5357699;16,66663395;3185,488963;852,2379671;125,5387335;2118,140243;89,57201931;;ors_new_2013_2015
2014;2;71646,66794;3796,903232;14665,74619;13363,97253;1301,773656;17,51797608;1284,25568;20,46954396;66250,62347;63097,84319;60647,03703;2450,80616;2514,818819;;;586,1456403;28,56030068;23,25551587;3339,285244;944,5835119;157,8032963;2159,950752;76,9476833;;ors_new_2013_2015
2014;3;72304,40684;3698,265338;15235,68358;13562,68351;1673,000071;29,53516789;1643,464903;21,07158367;66683,78419;63157,86609;60406,6461;2751,219994;2892,849951;;;582,1789978;32,36918183;18,51996722;3196,943266;936,9070428;146,4524142;2032,681794;80,9020144;;ors_new_2013_2015
2014;4;71814,61787;3933,687398;14132,53186;12897,14617;1235,385689;27,62099857;1207,76469;19,67918549;67040,94258;63658,93961;60961,48912;2697,450492;2726,853786;;;601,5218452;26,66973191;26,95761191;3120,832012;865,8282506;112,8779567;2046,585436;95,54036869;;ors_new_2013_2015
2015;1;71763,28311;4362,769605;13831,84765;12898,95936;932,8882847;33,68298184;899,2053029;19,27426819;66861,27987;63652,637;60989,5605;2663,076499;2595,45697;;;579,1139487;28,28987329;5,782073007;3248,833226;882,7827941;116,361236;2158,333667;91,35552875;;ors_new_2013_2015
2015;2;72417,71418;4265,379523;15346,15671;13877,51077;1468,645944;24,28003684;1444,365907;21,19116418;67073,67367;63509,97029;60922,52547;2587,444816;2822,371775;;;703,5927969;31,30959552;6,429216916;3262,550502;965,2932772;118,3488842;2109,82015;69,08819004;;ors_new_2013_2015
2015;3;73307,55827;4061,532666;15895,78145;14283,82412;1611,95733;20,39288571;1591,564445;21,68368696;67624,467;64192,32602;61433,99602;2758,329998;2803,05099;;;597,5440053;24,89210171;6,653884041;3238,818801;994,4366424;109,5547057;2065,897083;68,93037003;;ors_new_2013_2015
2015;4;72492,57615;4378,171348;14420,4636;13279,42389;1141,039705;18,23403646;1122,805669;19,89233155;67424,33426;64191,85474;61504,21582;2687,638922;2607,380252;;;596,5960579;25,58835992;2,914845269;3287,722934;913,7323654;124,8403825;2192,770105;56,38008081;;ors_new_2013_2015
2016;1;71763,16032;4483,353875;14487,16233;13150,33884;1336,823486;25,60748421;1311,216002;20,18746424;66670,89459;63679,70214;61275,08404;2404,618102;2377,613287;;;581,3059391;24,10385623;8,169369078;3356,754138;981,7764386;121,62661;2170,840607;82,51048157;;ors_new_2016
2016;2;72516,33464;4336,938525;15586,16179;14080,74973;1505,412055;18,38126436;1487,030791;21,49331163;66902,07355;63726,03939;61288,35832;2437,681069;2515,431482;;;615,4818982;38,91175814;6,209022272;3488,190584;1007,387574;136,2607374;2273,813404;70,72886849;;ors_new_2016
2016;3;73524,26147;4063,042907;16362,95509;14581,2291;1781,725989;23,7520808;1757,973908;22,25517776;67648,17711;64328,29872;61756,7682;2571,530528;2674,002451;;;614,5011298;23,5505451;7,824256787;3350,323815;896,5290022;147,6709557;2241,855615;64,26824224;;ors_new_2016
2016;4;72933,04894;4110,529916;15268,89568;13758,03568;1510,860004;22,53373983;1488,326264;20,93549619;67734,90418;64579,81374;62142,041;2437,772739;2493,853798;;;639,1515798;18,74387275;3,341186814;3332,145619;960,4467581;117,1075297;2174,19859;80,39274159;;ors_new_2016
2017;1;72073,95015;4224,036139;13502,73366;12705,64038;797,0932836;18,52199257;778,5712911;18,73455476;67664,2942;64632,56776;61944,30783;2688,259935;2450,534278;;;549,6229286;25,4906857;6,078546905;3263,312777;983,2370322;118,2111084;2085,811134;76,05350294;;ors_new_2017_2019
2017;2;72443,46575;3965,6347;14400,24327;13361,38455;1038,858715;15,09003763;1023,768678;19,87790495;67651,35172;64433,02723;62294,62359;2138,403644;2575,786936;;;605,4154951;24,77797247;12,34408432;3300,883915;955,4114853;118,0938512;2156,041688;71,33689118;;ors_new_2017_2019
2017;3;73209,49385;3853,154648;15215,9857;14151,10868;1064,877025;18,83332326;1046,043702;20,78417006;68049,27066;64510,72099;62223,95845;2286,762538;2919,827911;;;596,2738966;16,92467889;5,523186431;3456,321317;1098,856133;108,2924923;2190,352652;58,82003923;;ors_new_2017_2019
2017;4;72983,39896;3883,510032;14436,23692;13499,4803;936,7566227;13,35899566;923,397627;19,78016525;68067,47615;64795,70574;62665,00343;2130,702307;2600,638914;;;639,3419979;25,33843104;6,451069634;3578,352458;1121,66756;108,1678272;2303,383955;45,13311533;;ors_new_2017_2019
2018;1;72472,85518;3858,863138;14033,16281;13189,45406;843,708744;18,96812391;824,7406201;19,36333648;67605,0983;64539,44238;62589,55575;1949,886629;2433,58125;;;590,5426213;31,18067252;10,35137177;3531,230098;1088,004641;98,21118158;2290,161384;54,85289134;;ors_new_2017_2019
2018;2;72871,89284;3635,174038;14764,49066;13809,6493;954,841352;21,41080442;933,4305476;20,26088535;67824,77263;64539,61414;62635,76916;1903,844978;2589,218407;;;668,8026679;20,88187394;6,255538354;3635,024813;1121,222845;97,96010524;2361,77354;54,06832287;;ors_new_2017_2019
2018;3;73481,48345;3530,537344;15246,81044;14255,25986;991,5505827;19,06129715;972,4892856;20,74918704;68316,62178;64877,41156;62683,67179;2193,739769;2764,088142;;;638,5183026;26,57683738;10,02694061;3462,246439;1058,727693;108,759025;2255,078401;39,68131979;;ors_new_2017_2019
2018;4;73000,51051;3667,232245;14595,36506;13680,38501;914,9800518;13,54792701;901,4321248;19,99351095;68145,42716;65008,84165;62733,6103;2275,231348;2459,085213;;;643,8759336;31,4280168;2,19634983;3493,741617;1118,489783;99,85754509;2225,249093;50,14519622;;ors_new_2017_2019
2019;1;71860,17342;3633,928026;13881,92644;13152,06417;729,8622722;13,12570233;716,7365699;19,31796958;67202,93291;63937,44415;62181,94278;1755,501378;2506,474576;;;729,3785576;;29,63562499;3478,785902;1078,758805;84,6973078;2235,261327;80,06846192;;ors_new_2017_2019
2019;2;72092,72714;3453,490406;15336,83473;14249,06465;1087,770079;26,24094422;1061,529135;21,27376135;67089,50199;63364,70736;61403,98905;1960,718303;2860,588786;;;832,0938464;;32,11199805;3542,628594;1127,507896;131,3714723;2234,674139;49,07508656;;ors_new_2017_2019
2019;3;72768,60296;3352,698436;15336,59492;14236,5956;1099,999323;20,72115593;1079,278168;21,07584081;67848,64348;64235,88079;62297,74508;1938,135709;2721,672437;;;856,514909;;34,57534539;3537,351761;1246,411736;129,2592255;2113,652897;48,02790322;;ors_new_2017_2019
2019;4;72848,31356;3511,619872;14983,25197;14020,94755;962,3044171;18,77720379;943,5272133;20,56774033;68007,50297;64538,8565;62620,15036;1918,706145;2546,81531;;;894,6921783;;27,13897232;3537,803657;1206,073152;116,994751;2165,163702;49,57205182;;ors_new_2017_2019
2020;1;71810,8326;3485,148145;14307,35761;13460,69824;846,6593744;21,33996475;825,3194097;19,92367599;67257,10292;63982,10583;62209,90871;1772,197126;2319,513933;;;915,8125093;;39,67064436;3314,625971;1124,072235;106,181613;2022,462473;61,90964978;;ors_new_2020_2021
2020;2;70611,13546;4500,418519;13486,93939;12617,59769;869,3416984;20,25275181;849,0889465;19,10030097;65721,4036;62760,70172;61166,74277;1593,958954;2027,562175;;;862,0852614;;71,05443933;3596,519441;1065,469323;161,3908462;2312,50582;57,15345124;;ors_new_2020_2021
2020;3;70914,295;4807,046193;14674,48862;13644,5995;1029,889123;22,95757355;1006,931549;20,69327295;65892,4355;62523,51116;60730,20336;1793,307802;2360,220743;;;958,5406708;;50,16292776;3557,767274;1220,82192;121,1127293;2149,887051;65,94557345;;ors_new_2020_2021
