Year;Month;Общая численность наёмных работников;работали на основе трудового договора (служебного контракта) в письменной форме ;работали на основе трудового договора (служебного контракта) в письменной форме постоянного ;работали на основе трудового договора (служебного контракта) в письменной форме временного или краткосрочного ;работали на основе устной договоренности с работодателем, без оформления документов;работали на основе устной договоренности с работодателем, без оформления документов на постоянной основе;работали на основе устной договоренности с работодателем, без оформления документов на постоянной основе на временной или краткосрочной основе;работали на основе договора гражданско-правового характера;работали на основе трудового договора о выполнении работы на дому;работали на основе трудового договора о выполнении работы на дому с использованием сети «Интернет»  (дистанционная  работа);Source
2012;8;67468,73643;63597,50956;61381,86615;2215,64341;2925,327688;;;940,3413301;5,557853175;;ors_new_2010_2012
2012;9;67053,14684;63535,70236;61106,6432;2429,059156;2721,052558;;;771,8607237;24,53119474;;ors_new_2010_2012
2012;10;66897,70609;63467,48891;61440,5444;2026,944502;2601,454406;;;801,7855215;26,97725667;;ors_new_2010_2012
2012;11;67140,32997;63875,44306;61710,78845;2164,654608;2421,487641;;;818,7245077;24,67476966;;ors_new_2010_2012
2012;12;66725,26659;63648,95404;61597,24151;2051,712531;2298,569117;;;759,4382741;18,30515684;;ors_new_2010_2012
2013;1;66273,33409;62677,54803;60230,51817;2447,02986;2828,699759;;;738,7700105;28,31629562;;ors_new_2013_2015
2013;2;66217,18449;63103,95168;60789,34693;2314,604754;2368,007834;;;728,1769959;17,0479774;;ors_new_2013_2015
2013;3;66273,82642;62910,51052;60762,64099;2147,869524;2589,59464;;;750,433423;23,28783413;;ors_new_2013_2015
2013;4;66140,76178;62947,75136;60659,09965;2288,651705;2530,32304;;;643,5437638;19,14362272;;ors_new_2013_2015
2013;5;66396,67252;62915,55047;60874,54547;2041,004995;2653,578796;;;801,5223256;26,02093259;;ors_new_2013_2015
2013;6;66204,54982;62615,46839;60391,52651;2223,941878;2921,698941;;;647,2692785;20,1132175;;ors_new_2013_2015
2013;7;66107,39303;62543,02534;60455,06798;2087,957355;2927,818725;;;616,6558554;19,89311742;;ors_new_2013_2015
2013;8;66590,55704;62973,03266;60632,57576;2340,456899;2906,889229;;;683,0502863;27,58486517;;ors_new_2013_2015
2013;9;66323,93228;62802,33574;60790,70903;2011,626709;2783,657798;;;717,0843124;20,85442547;;ors_new_2013_2015
2013;10;65948,18521;62490,38483;60328,1568;2162,228034;2736,090777;;;711,9913604;9,718244205;;ors_new_2013_2015
2013;11;66516,68811;63074,67327;60938,61557;2136,057706;2613,583675;;;804,6777752;23,75338606;;ors_new_2013_2015
2013;12;66288,09284;62901,70314;60550,99326;2350,709879;2605,797988;;;767,1070783;13,48462735;;ors_new_2013_2015
2014;1;65746,13088;62595,92167;59735,07124;2860,850433;2528,946676;;;568,7534042;34,35505307;18,1540797;ors_new_2013_2015
2014;2;66183,8648;63162,33046;60532,94303;2629,387428;2351,96126;;;626,8929852;16,4910954;26,18900334;ors_new_2013_2015
2014;3;66320,70058;63057,6606;60628,45874;2429,201854;2622,079751;;;606,5422466;28,76116121;5,656818812;ors_new_2013_2015
2014;4;66113,80449;63193,35316;60765,83972;2427,513436;2377,724884;;;501,102969;18,01664076;23,60684225;ors_new_2013_2015
2014;5;66192,41912;62937,97589;60635,66988;2302,306012;2489,745963;;;691,3151641;48,99664569;24,38545291;ors_new_2013_2015
2014;6;66445,64679;63162,20052;60539,60149;2622,599033;2676,98561;;;566,0187877;18,66761558;21,77425246;ors_new_2013_2015
2014;7;66696,94797;63136,29589;60534,67035;2601,625546;2917,966653;;;575,3679427;42,83639223;24,48109388;ors_new_2013_2015
2014;8;66666,77392;63271,56742;60449,02108;2822,546338;2801,646743;;;556,3143087;23,24844668;13,99700412;ors_new_2013_2015
2014;9;66687,63068;63065,73498;60236,24688;2829,488099;2958,936456;;;614,8547419;31,02270659;17,08180364;ors_new_2013_2015
2014;10;66962,42006;63522,38768;60809,99901;2712,388674;2763,194346;;;615,7858934;29,18090722;31,87122465;ors_new_2013_2015
2014;11;66772,0596;63519,08964;60719,34073;2799,748912;2588,03445;;;615,9632106;27,24892462;21,72337357;ors_new_2013_2015
2014;12;67388,34809;63935,3415;61355,12761;2580,213891;2829,33256;;;572,8164316;23,57936388;27,27823752;ors_new_2013_2015
2015;1;67045,71541;63814,03477;60979,25375;2834,781017;2597,048033;;;600,4892129;21,37449106;12,76890288;ors_new_2013_2015
2015;2;66840,34783;63601,58988;60973,54613;2628,043752;2535,151004;;;672,9281012;29,6358388;1,043;ors_new_2013_2015
2015;3;66697,77637;63542,28636;61015,88163;2526,404729;2654,171872;;;463,9245321;33,85929;3,534316137;ors_new_2013_2015
2015;4;66851,57991;63258,51792;60811,04677;2447,47115;2867,800923;;;680,565902;38,77090712;5,924257085;ors_new_2013_2015
2015;5;67107,35722;63599,46238;60959,96345;2639,498933;2753,343642;;;728,7022527;14,46802348;11,38091998;ors_new_2013_2015
2015;6;67262,08389;63671,93056;60996,5662;2675,364365;2845,97076;;;701,5102362;40,68985597;1,982473684;ors_new_2013_2015
2015;7;67638,94013;64012,27244;61384,293;2627,97944;2964,690581;;;630,0025376;23,7951365;8,179432367;ors_new_2013_2015
2015;8;67818,0175;64437,02946;61404,33177;3032,697688;2785,095732;;;574,6552744;19,76538314;1,471652174;ors_new_2013_2015
2015;9;67416,44337;64127,67616;61513,36329;2614,312865;2659,366657;;;587,974204;31,1157855;10,31056758;ors_new_2013_2015
2015;10;67601,49188;64061,37179;61469,31378;2592,05801;2915,597164;;;596,6685074;26,39385666;1,460565217;ors_new_2013_2015
2015;11;67128,52227;63989,82183;61308,49816;2681,32367;2511,631778;;;597,8796782;23,05393833;6,135042019;ors_new_2013_2015
2015;12;67542,98862;64524,37061;61734,83552;2789,535086;2394,911813;;;595,2399882;27,31728476;1,148928571;ors_new_2013_2015
2016;1;66609,33798;63698,04191;61339,43142;2358,610495;2323,952139;;;551,3258877;26,58516012;9,432879331;ors_new_2016
2016;2;66634,30926;63620,78449;61225,81909;2394,965403;2346,828147;;;627,4442213;31,81718337;7,435222976;ors_new_2016
2016;3;66769,03654;63720,28003;61260,00162;2460,278408;2462,059573;;;565,1477084;13,90922519;7,640004926;ors_new_2016
2016;4;66840,14003;63805,87177;61417,91051;2387,961253;2447,653858;;;531,2291144;51,34376425;4,041531315;ors_new_2016
2016;5;66695,70794;63556,35338;61100,91559;2455,437792;2513,557187;;;593,8144496;28,58293877;3,399985562;ors_new_2016
2016;6;67170,37269;63815,89303;61346,24887;2469,644163;2585,083401;;;721,4021308;36,80857141;11,18554994;ors_new_2016
2016;7;67544,8262;64021,97061;61647,09127;2374,879336;2889,370941;;;601,4781637;19,84861565;12,15787664;ors_new_2016
2016;8;67740,13314;64524,07477;61828,96326;2695,111505;2564,273413;;;615,2066357;30,55087021;6,027451613;ors_new_2016
2016;9;67659,57198;64438,8508;61794,25005;2644,600743;2568,363;;;626,8185899;20,25214945;5,287442105;ors_new_2016
2016;10;67321,6163;63995,13225;61493,23835;2501,893892;2705,292656;;;602,5035236;15,85969719;2,828180451;ors_new_2016
2016;11;67642,80339;64636,29404;62131,14978;2505,144265;2383,158236;;;595,2909867;24,21541125;3,84470922;ors_new_2016
2016;12;68240,29285;65108,01494;62801,73488;2306,28006;2393,110503;;;719,660229;16,15650983;3,350670772;ors_new_2016
2017;1;67544,33087;64462,6382;61716,84078;2745,797417;2467,657077;;;568,7373793;37,57918707;7,719028118;ors_new_2017_2019
2017;2;67653,45453;64663,70396;61960,43904;2703,264922;2468,957393;;;491,8302744;22,28796175;6,674939869;ors_new_2017_2019
2017;3;67795,09721;64771,36113;62155,64366;2615,717467;2414,988364;;;588,301132;16,60490829;3,841672727;ors_new_2017_2019
2017;4;67595,17455;64577,54803;62433,76256;2143,785465;2395,538752;;;569,355556;31,8736724;20,85854766;ors_new_2017_2019
2017;5;67616,33169;64246,08351;62237,34533;2008,738181;2730,378416;;;608,1065544;26,75070065;5,012506277;ors_new_2017_2019
2017;6;67742,54892;64475,45016;62212,76288;2262,687286;2601,443641;;;638,7843751;15,70954435;11,16119903;ors_new_2017_2019
2017;7;67664,07925;64201,21431;61970,44599;2230,768326;2808,179537;;;631,586691;21,22255359;1,876155844;ors_new_2017_2019
2017;8;68226,16374;64610,7965;62218,37423;2392,422269;3010,6121;;;590,4302268;7,265066544;7,059845239;ors_new_2017_2019
2017;9;68257,56899;64720,15215;62483,05513;2237,097018;2940,692098;;;566,8047721;22,28641653;7,633558211;ors_new_2017_2019
2017;10;68128,52203;64713,81125;62446,07013;2267,741117;2719,221588;;;659,7075948;28,19279808;7,588804039;ors_new_2017_2019
2017;11;67869,90932;64766,67616;62522,26202;2244,414139;2437,459362;;;638,2248038;26,24797666;1,301008152;ors_new_2017_2019
2017;12;68203,99711;64906,6298;63026,67814;1879,951664;2645,235792;;;620,0935952;21,57451836;10,46339671;ors_new_2017_2019
2018;1;67687,47229;64486,89261;62579,70813;1907,184479;2534,977407;;;627,021478;28,7733324;9,80746074;ors_new_2017_2019
2018;2;67516,77244;64627,08049;62661,98811;1965,092377;2259,098448;;;579,196062;42,10341419;9,294026357;ors_new_2017_2019
2018;3;67611,05017;64504,35405;62526,97102;1977,383029;2506,667894;;;565,4103237;22,66527098;11,95262822;ors_new_2017_2019
2018;4;67910,44995;64785,26244;62967,51472;1817,747727;2422,649859;;;670,0180523;30,11114345;2,40845;ors_new_2017_2019
2018;5;67709,91377;64589,06079;62682,71639;1906,344401;2566,757781;;;529,7254033;16,06245214;8,307347993;ors_new_2017_2019
2018;6;67853,95416;64244,51919;62257,07638;1987,442808;2778,247579;;;806,6645482;16,47202624;8,050817069;ors_new_2017_2019
2018;7;67915,30033;64532,554;62583,88944;1948,664558;2725,112944;;;634,7029118;11,89711115;11,03336289;ors_new_2017_2019
2018;8;68509,64074;64921,61903;62509,21692;2412,402103;2860,724311;;;685,6183481;32,76087836;8,918178756;ors_new_2017_2019
2018;9;68524,92427;65178,06165;62957,90901;2220,152646;2706,427171;;;595,2336478;35,07252263;10,12928018;ors_new_2017_2019
2018;10;67887,44869;64741,56497;62492,45124;2249,113732;2440,082217;;;672,0843315;33,71716747;0;ors_new_2017_2019
2018;11;68098,22706;64946,21725;62717,47929;2228,73796;2487,469299;;;629,9025136;29,19920313;5,43879949;ors_new_2017_2019
2018;12;68450,60573;65338,74273;62990,90037;2347,842352;2449,704124;;;629,6409555;31,36767979;1,15025;ors_new_2017_2019
2019;1;67024,12348;63739,08766;61919,08095;1820,006712;2484,024785;;;768,319775;;32,69125284;ors_new_2017_2019
2019;2;67447,37262;64236,06543;62644,282;1591,783424;2473,217028;;;707,5898291;;30,50033535;ors_new_2017_2019
2019;3;67137,30264;63837,17937;61982,46537;1854,713998;2562,181916;;;712,2260686;;25,71528679;ors_new_2017_2019
2019;4;66931,64565;63326,41292;61413,60792;1912,804999;2728,880075;;;854,1344614;;22,21819553;ors_new_2017_2019
2019;5;66906,11618;63058,97537;61269,14428;1789,831089;2936,004103;;;874,2000263;;36,93667303;ors_new_2017_2019
2019;6;67430,74413;63708,73377;61529,21495;2179,518822;2916,882179;;;767,9470515;;37,18112558;ors_new_2017_2019
2019;7;67788,57096;63884,22445;61943,26309;1940,961356;2863,200264;;;1007,775;;33,37124888;ors_new_2017_2019
2019;8;67788,2658;64330,23597;62355,63777;1974,598206;2661,295714;;;764,9176517;;31,81645862;ors_new_2017_2019
2019;9;67969,09369;64493,18195;62594,33438;1898,847566;2640,521334;;;796,8520751;;38,53832868;ors_new_2017_2019
2019;10;67450,57424;64001,23366;62089,1747;1912,058959;2463,615779;;;959,8954656;;25,8293347;ors_new_2017_2019
2019;11;68267,09552;64876,30947;62876,91143;1999,39804;2569,522277;;;796,5751171;;24,68865829;ors_new_2017_2019
2019;12;68304,83913;64739,02638;62894,36495;1844,661437;2607,307875;;;927,6059522;;30,89892398;ors_new_2017_2019
2020;1;67289,07791;63904,79953;62217,80559;1686,993937;2280,427381;;;1062,612908;;41,23809018;ors_new_2020_2021
2020;2;67324,56928;64124,07265;62358,08958;1765,983069;2336,360005;;;811,1446318;;52,99199604;ors_new_2020_2021
2020;3;67157,66157;63917,44532;62053,83095;1863,614372;2341,754414;;;873,6799882;;24,78184686;ors_new_2020_2021
2020;4;65840,95558;63007,70513;61287,86311;1719,842017;1996,437512;;;725,5927876;;111,2201586;ors_new_2020_2021
2020;5;65550,41455;62596,13456;61031,31002;1564,824543;2001,720285;;;891,9337928;;60,62590245;ors_new_2020_2021
2020;6;65772,84067;62678,26548;61181,05518;1497,210302;2084,528729;;;968,7292038;;41,31725693;ors_new_2020_2021
2020;7;65849,06162;62637,10743;60994,3917;1642,715725;2304,418803;;;871,1618699;;36,3735219;ors_new_2020_2021
2020;8;65884,39804;62355,60736;60425,40546;1930,201899;2341,23778;;;1137,573717;;49,97918824;ors_new_2020_2021
2020;9;65943,84684;62577,8187;60770,81291;1807,005784;2435,005645;;;866,8864256;;64,13607314;ors_new_2020_2021
2020;10;65888,29279;62446,13611;60866,72426;1579,411851;2483,315606;;;896,0867693;;62,75430068;ors_new_2020_2021
2020;11;66727,7864;63602,3429;61994,8004;1607,5425;2251,743632;;;813,8748243;;59,82505202;ors_new_2020_2021
2020;12;66502,90824;63347,69528;61417,10762;1930,587659;2120,464893;;;992,3860581;;42,36201338;ors_new_2020_2021
2021;1;66698,01472;63384,00415;61579,62116;1804,382998;2030,898715;;;1237,937427;;45,17442831;ors_new_2020_2021
2021;2;66783,35039;63387,90963;61787,24461;1600,665025;2205,927516;;;1152,580441;;36,93279765;ors_new_2020_2021
2021;3;66715,26576;63424,22513;61718,36923;1705,8559;2184,115642;;;1089,908982;;17,01600701;ors_new_2020_2021
2021;4;66907,72127;63662,93927;61982,74353;1680,195739;2141,828962;;;1065,858635;;37,09440465;ors_new_2020_2021
2021;5;66974,32868;63190,2935;61670,38352;1519,90998;2533,900448;;;1234,453958;;15,68077591;ors_new_2020_2021
2021;6;67312,23965;64064,91459;62484,294;1580,620589;2311,677593;;;896,0256579;;39,6218163;ors_new_2020_2021
2021;7;67741,23862;64190,0957;62476,80248;1713,293221;2383,540596;;;1135,771539;;31,83077959;ors_new_2020_2021
2021;8;67918,30768;64353,11128;62880,46589;1472,645392;2381,962618;;;1146,39033;;36,84344778;ors_new_2020_2021
2021;9;68144,79772;64962,81771;63580,46555;1382,35216;2200,441892;;;927,0944333;;54,44367743;ors_new_2020_2021
2021;10;68084,18291;64828,15235;63392,1881;1435,964247;2157,6069;;;1079,789892;;18,63376806;ors_new_2020_2021
2021;11;68039,96369;65054,80807;63776,42816;1278,379905;1950,876715;;;1005,836132;;28,44277497;ors_new_2020_2021
2021;12;68384,23239;65110,0673;63737,64661;1372,42069;1998,873811;;;1223,99505;;51,29622282;ors_new_2020_2021
2022;1;67695,35393;63866,68955;;;2136,063933;;;1692,600447;;;ors_new_2022
2022;2;67720,69064;64442,15899;;;1893,045975;;;1385,485673;;;ors_new_2022
2022;3;67379,46206;63575,77967;;;2313,202818;;;1490,479576;;;ors_new_2022
2022;4;67462,91121;63973,76342;;;2113,163152;;;1375,984632;;;ors_new_2022
2022;5;67435,96258;63707,23983;;;2249,031302;;;1479,691446;;;ors_new_2022
2022;6;67474,90255;63864,10873;;;2248,127466;;;1362,666355;;;ors_new_2022
2022;7;67592,2214;64135,95374;;;2099,912129;;;1356,355531;;;ors_new_2022
2022;8;67926,14573;64327,74908;;;2249,224552;;;1349,172096;;;ors_new_2022
2022;9;67901,2593;64587,24822;;;2090,268814;;;1223,742264;;;ors_new_2022
2022;10;67705,0929;64272,07616;;;2210,706696;;;1222,310039;;;ors_new_2022
2022;11;68070,79485;64973,49816;;;1862,793418;;;1234,503271;;;ors_new_2022
2022;12;67888,72736;64951,85445;;;1796,180524;;;1140,692386;;;ors_new_2022
2023;1;68400,21084;65193,95483;;;1924,144659;;;1282,111353;;;ors_new_2023
2023;2;68074,57789;65120,85456;;;1812,502085;;;1141,221254;;;ors_new_2023
2023;3;68060,67443;65173,82779;;;1813,194747;;;1073,651889;;;ors_new_2023
2023;4;68572,27381;65696,14984;;;1795,545205;;;1080,578771;;;ors_new_2023
2023;5;68161,44856;65152,93411;;;1983,889008;;;1024,625436;;;ors_new_2023
2023;6;68290,17196;65436,45834;;;1863,524156;;;990,1894646;;;ors_new_2023
2023;7;68697,87098;65431,48178;;;2117,697202;;;1148,691991;;;ors_new_2023
2023;8;68843,584;65709,24339;;;2035,066317;;;1099,274291;;;ors_new_2023
2023;9;68783,92293;66101,44861;;;1685,392576;;;997,0817408;;;ors_new_2023
2023;10;68844,26619;65910,13929;;;1638,160143;;;1295,966762;;;ors_new_2023
2023;11;69011,78528;66134,08276;;;1613,347914;;;1264,354606;;;ors_new_2023
2023;12;69478,57433;66705,30776;;;1352,759922;;;1420,506654;;;ors_new_2023
2022;1;67637,83819;63866,68955;62585,23666;1281,452882;2081,557978;1376,136159;705,4218193;1689,590663;;;ORS_2023
2022;2;67651,59489;64442,15899;63122,44627;1319,712715;1829,738067;1250,107955;579,6301121;1379,697834;;;ORS_2023
2022;3;67296,17464;63575,77967;62177,59022;1398,189446;2242,946147;1377,815085;865,1310625;1477,448826;;;ORS_2023
2022;4;67384,29124;63973,76342;62778,35586;1195,407567;2041,035801;1344,90473;696,1310711;1369,492017;;;ORS_2023
2022;5;67370,81094;63707,23983;62454,66909;1252,57074;2195,140486;1497,549976;697,5905095;1468,430622;;;ORS_2023
2022;6;67387,37366;63864,10873;62665,3811;1198,727634;2177,45154;1432,810389;744,6411513;1345,813389;;;ORS_2023
2022;7;67506,5949;64135,95374;62960,56804;1175,385704;2026,083779;1297,361399;728,7223797;1344,557385;;;ORS_2023
2022;8;67884,70822;64327,74908;63001,22794;1326,521143;2209,338537;1465,828889;743,5096484;1347,620596;;;ORS_2023
2022;9;67851,45122;64587,24822;63229,59273;1357,655484;2043,761153;1395,729113;648,0320405;1220,441849;;;ORS_2023
2022;10;67623,44077;64272,07616;63084,03487;1188,041295;2137,841192;1396,093555;741,7476363;1213,523415;;;ORS_2023
2023;11;67969,97423;64973,49816;63749,77496;1223,723195;1778,098423;1197,254634;580,8437893;1218,377647;;;ORS_2023
2023;12;67831,31818;64951,85445;63707,59206;1244,262393;1748,316948;1248,083541;500,233407;1131,146779;;;ORS_2023
2022;1;68339,47081;65193,95483;64061,85812;1132,096703;1864,818364;1355,954778;508,8635857;1280,69762;;;ORS_2023
2022;2;68019,10106;65120,85456;64136,46054;984,3940131;1763,869244;1310,446185;453,423059;1134,377259;;;ORS_2023
2022;3;67996,51638;65173,82779;64035,93139;1137,896398;1762,637936;1246,927752;515,7101842;1060,050653;;;ORS_2023
2022;4;68518,12737;65696,14984;64617,86711;1078,282723;1750,727954;1269,190798;481,5371566;1071,24958;;;ORS_2023
2022;5;68074,35778;65152,93411;64015,77947;1137,15464;1907,362363;1368,438587;538,9237764;1014,061305;;;ORS_2023
2022;6;68242,70248;65436,45834;64183,10171;1253,356634;1822,800724;1305,640851;517,1598739;983,4434146;;;ORS_2023
2022;7;68627,24116;65431,48178;64043,39977;1388,082019;2052,126957;1303,364184;748,7627732;1143,632413;;;ORS_2023
2022;8;68780,56042;65709,24339;64330,91754;1378,325849;1985,945944;1270,503931;715,4420129;1085,371084;;;ORS_2023
2022;9;68705,81752;66101,44861;64966,01242;1135,436191;1611,62802;1061,424695;550,2033244;992,7408836;;;ORS_2023
2022;10;68795,09125;65910,13929;64758,87759;1151,261695;1605,189013;1006,026721;599,1622915;1279,762948;;;ORS_2023
2023;11;68958,01749;66134,08276;64932,79964;1201,283116;1565,919992;994,7895119;571,1304797;1258,014746;;;ORS_2023
2023;12;69387,86967;66705,30776;65403,48743;1301,820322;1289,249672;883,5340245;405,7156473;1393,312246;;;ORS_2023
2021;1;;;;;;;;;;;ORS_2022
2021;2;;;;;;;;;;;ORS_2022
2021;3;;;;;;;;;;;ORS_2022
2021;4;;;;;;;;;;;ORS_2022
2021;5;;;;;;;;;;;ORS_2022
2021;6;;;;;;;;;;;ORS_2022
2021;7;;;;;;;;;;;ORS_2022
2021;8;;;;;;;;;;;ORS_2022
2021;9;;;;;;;;;;;ORS_2022
2021;10;;;;;;;;;;;ORS_2022
2021;11;;;;;;;;;;;ORS_2022
2021;12;;;;;;;;;;;ORS_2022
2022;1;66997,75887;63251,55813;61968,74847;1282,80966;2083,951176;1379,95787;703,9933064;1662,249566;;;ORS_2022
2022;2;66997,47792;63805,04255;62483,4644;1321,578143;1830,681995;1250,163563;580,5184326;1361,753379;;;ORS_2022
2022;3;66681,8457;62989,10625;61597,98289;1391,12336;2233,536971;1373,28611;860,2508608;1459,202477;;;ORS_2022
2022;4;66750,05395;63343,37568;62143,51946;1199,856211;2045,295304;1346,815425;698,4798787;1361,382973;;;ORS_2022
2022;5;66760,09394;63105,04342;61846,89007;1258,153354;2200,889411;1503,361011;697,5284007;1454,161101;;;ORS_2022
2022;6;66786,2032;63276,16381;62076,19585;1199,967967;2175,307071;1430,172305;745,1347657;1334,732316;;;ORS_2022
2022;7;66866,51184;63513,39342;62326,98103;1186,41239;2026,812077;1295,825541;730,9865356;1326,306348;;;ORS_2022
2022;8;67221,89988;63683,73389;62360,61518;1323,118715;2205,153085;1461,677978;743,4751066;1333,012902;;;ORS_2022
2022;9;67250,54679;64007,18156;62656,79031;1350,391255;2043,638542;1396,853309;646,7852329;1199,726684;;;ORS_2022
2022;10;67003,70044;63665,72085;62464,39656;1201,324293;2135,537292;1394,757151;740,7801404;1202,442299;;;ORS_2022
2022;11;67346,67584;64349,1508;63118,83676;1230,314035;1792,21102;1209,808524;582,4024957;1205,314024;;;ORS_2022
2022;12;67204,79262;64348,81348;63106,96524;1241,848247;1740,090825;1243,199051;496,8917747;1115,888309;;;ORS_2022
2020;1;66792,72246;;61745,39301;1685,615897;2277,121477;;;1044,139699;;40,45238311;ORS_2021
2020;2;66842,09437;;61902,47211;1752,505991;2335,391868;;;798,8954674;;52,82893897;ORS_2021
2020;3;66670,27881;;61569,97769;1854,525183;2347,29079;;;873,7506853;;24,73446528;ORS_2021
2020;4;65379,53531;;60856,83765;1709,055395;1983,879254;;;720,3648596;;109,3981523;ORS_2021
2020;5;65088,53505;;60584,62664;1554,032877;1998,249749;;;891,2293636;;60,39641517;ORS_2021
2020;6;65303,50105;;60727,26241;1488,013895;2085,157585;;;962,1127987;;40,95435646;ORS_2021
2020;7;65381,03194;;60537,21721;1640,460448;2302,059254;;;864,3069291;;36,98810442;ORS_2021
2020;8;65391,87876;;59956,62452;1917,456882;2342,256725;;;1127,462736;;48,07788863;ORS_2021
2020;9;65487,42319;;60342,42415;1793,443447;2437,94993;;;849,7113051;;63,89435308;ORS_2021
2020;10;65410,65094;;60412,37951;1573,889012;2477,974339;;;884,157118;;62,25095979;ORS_2021
2020;11;66233,35305;;61520,89039;1600,237338;2245,016917;;;808,6075628;;58,60084569;ORS_2021
2020;12;66014,17169;;60947,54443;1925,746421;2118,056791;;;981,8407481;;40,98330004;ORS_2021
2021;1;66192,5141;;61101,02643;1794,232399;2031,184031;;;1222,704782;;43,36645909;ORS_2021
2021;2;66249,20944;;61276,68689;1591,03785;2207,67348;;;1137,280337;;36,53088381;ORS_2021
2021;3;66190,04347;;61192,82793;1708,589421;2188,852902;;;1083,097621;;16,67558898;ORS_2021
2021;4;66338,29919;;61420,21415;1679,167936;2139,09324;;;1063,760742;;36,0631188;ORS_2021
2021;5;66420,91787;;61135,13998;1513,60864;2533,703173;;;1223,416864;;15,0492049;ORS_2021
2021;6;66738,46009;;61920,95654;1573,591503;2318,365233;;;886,7714371;;38,77537342;ORS_2021
2021;7;67202,13875;;61964,94693;1699,932721;2380,539308;;;1125,319106;;31,40068709;ORS_2021
2021;8;67351,51185;;62340,49733;1452,233863;2378,064544;;;1143,94857;;36,76754208;ORS_2021
2021;9;67599,68566;;63055,51369;1368,87131;2200,561177;;;920,9844218;;53,75506329;ORS_2021
2021;10;67568,7625;;62881,55065;1437,35569;2158,743749;;;1072,758597;;18,35381569;ORS_2021
2021;11;67514,56879;;63262,62242;1271,065282;1952,912553;;;1000,002808;;27,96572264;ORS_2021
2021;12;67867,2239;;63241,52124;1369,970055;1999,607093;;;1205,918315;;50,20719064;ORS_2021
2019;1;66622,48682;;61540,41597;1812,454361;2476,907594;;;760,7816347;;31,92726001;ORS_2020
2019;2;67010,49839;;62219,36603;1584,955642;2474,310206;;;701,8654938;;30,00100995;ORS_2020
2019;3;66701,27087;;61550,83889;1854,916278;2562,5946;;;707,5554196;;25,36568467;ORS_2020
2019;4;66507,51354;;61009,73972;1912,251741;2715,740608;;;848,6191549;;21,16231336;ORS_2020
2019;5;66477,90537;;60862,46492;1770,830733;2937,100288;;;870,4743014;;37,03512586;ORS_2020
2019;6;67016,74371;;61149,45922;2160,379881;2907,797084;;;762,2893484;;36,81818534;ORS_2020
2019;7;67362,88828;;61536,32768;1929,19974;2863,353109;;;1000,376769;;33,63098156;ORS_2020
2019;8;67340,08727;;61933,43666;1959,063551;2657,029423;;;759,308002;;31,24963557;ORS_2020
2019;9;67539,7783;;62186,60041;1883,165609;2640,094725;;;791,7561637;;38,16138896;ORS_2020
2019;10;67018,24914;;61690,28782;1892,926098;2456,875508;;;952,3939273;;25,76578401;ORS_2020
2019;11;67833,80516;;62465,92029;1982,59941;2567,794154;;;793,1879721;;24,30333119;ORS_2020
2019;12;67876,35519;;62492,11023;1836,884569;2601,691892;;;915,3253358;;30,34316099;ORS_2020
2020;1;66792,72246;;61745,39301;1685,615897;2277,121477;;;1044,139699;;40,45238311;ORS_2020
2020;2;66842,09437;;61902,47211;1752,505991;2335,391868;;;798,8954674;;52,82893897;ORS_2020
2020;3;66670,27881;;61569,97769;1854,525183;2347,29079;;;873,7506853;;24,73446528;ORS_2020
