Year;Month;Общая численность наёмных работников;работали на основе трудового договора (служебного контракта) в письменной форме ;работали на основе трудового договора (служебного контракта) в письменной форме постоянного ;работали на основе трудового договора (служебного контракта) в письменной форме временного или краткосрочного ;работали на основе устной договоренности с работодателем, без оформления документов;работали на основе устной договоренности с работодателем, без оформления документов на постоянной основе;работали на основе устной договоренности с работодателем, без оформления документов на постоянной основе на временной или краткосрочной основе;работали на основе договора гражданско-правового характера;работали на основе трудового договора о выполнении работы на дому;работали на основе трудового договора о выполнении работы на дому с использованием сети «Интернет»  (дистанционная  работа);Source
2020;4;65379,53531;;60856,83765;1709,055395;1983,879254;;;720,3648596;;109,3981523;ORS_2020
2020;5;65088,53505;;60584,62664;1554,032877;1998,249749;;;891,2293636;;60,39641517;ORS_2020
2020;6;65303,50105;;60727,26241;1488,013895;2085,157585;;;962,1127987;;40,95435646;ORS_2020
2020;7;65381,03194;;60537,21721;1640,460448;2302,059254;;;864,3069291;;36,98810442;ORS_2020
2020;8;65391,87876;;59956,62452;1917,456882;2342,256725;;;1127,462736;;48,07788863;ORS_2020
2020;9;65487,42319;;60342,42415;1793,443447;2437,94993;;;849,7113051;;63,89435308;ORS_2020
2020;10;65410,65094;;60412,37951;1573,889012;2477,974339;;;884,157118;;62,25095979;ORS_2020
2020;11;66233,35305;;61520,89039;1600,237338;2245,016917;;;808,6075628;;58,60084569;ORS_2020
2020;12;66014,17169;;60947,54443;1925,746421;2118,056791;;;981,8407481;;40,98330004;ORS_2020
2018;1;67302,30999;;62215,33988;1926,566518;2528,85791;;;621,7279683;;9,8177179;ORS_2019
2018;2;67115,7608;;62268,82652;2007,737613;2256,233811;;;573,558491;;9,404361725;ORS_2019
2018;3;67225,73032;;62148,29604;1997,674438;2503,750756;;;563,9599056;;12,04918823;ORS_2019
2018;4;67513,25215;;62588,71882;1843,184506;2415,051469;;;664,0581067;;2,23925;ORS_2019
2018;5;67293,50612;;62285,00427;1914,25546;2562,966625;;;523,2209871;;8,058779798;ORS_2019
2018;6;67471,88793;;61896,48134;2001,314975;2765,633946;;;800,2180863;;8,23958292;ORS_2019
2018;7;67535,20766;;62221,04385;1952,542295;2720,428186;;;630,1283687;;11,0649602;ORS_2019
2018;8;68095,42862;;62101,32401;2437,521988;2868,331933;;;679,8627058;;8,387987748;ORS_2019
2018;9;68136,50757;;62597,06594;2240,921758;2698,907285;;;589,5659226;;10,04666501;ORS_2019
2018;10;67500,01849;;62105,2257;2277,758783;2450,432832;;;666,6011801;;...;ORS_2019
2018;11;67685,06831;;62327,76736;2243,212965;2483,174106;;;625,3687457;;5,54512567;ORS_2019
2018;12;68052,35671;;62612,80507;2363,799173;2448,651187;;;625,8923846;;1,2089;ORS_2019
2019;1;66622,48682;;61540,41597;1812,454361;2476,907594;;;760,7816347;;31,92726001;ORS_2019
2019;2;67010,49839;;62219,36603;1584,955642;2474,310206;;;701,8654938;;30,00100995;ORS_2019
2019;3;66701,27087;;61550,83889;1854,916278;2562,5946;;;707,5554196;;25,36568467;ORS_2019
2019;4;66507,51354;;61009,73972;1912,251741;2715,740608;;;848,6191549;;21,16231336;ORS_2019
2019;5;66477,90537;;60862,46492;1770,830733;2937,100288;;;870,4743014;;37,03512586;ORS_2019
2019;6;67016,74371;;61149,45922;2160,379881;2907,797084;;;762,2893484;;36,81818534;ORS_2019
2019;7;67362,88828;;61536,32768;1929,19974;2863,353109;;;1000,376769;;33,63098156;ORS_2019
2019;8;67340,08727;;61933,43666;1959,063551;2657,029423;;;759,308002;;31,24963557;ORS_2019
2019;9;67539,7783;;62186,60041;1883,165609;2640,094725;;;791,7561637;;38,16138896;ORS_2019
2019;10;67018,24914;;61690,28782;1892,926098;2456,875508;;;952,3939273;;25,76578401;ORS_2019
2019;11;67833,80516;;62465,92029;1982,59941;2567,794154;;;793,1879721;;24,30333119;ORS_2019
2019;12;67876,35519;;62492,11023;1836,884569;2601,691892;;;915,3253358;;30,34316099;ORS_2019
2017;1;67228,16262;;61405,92767;2746,839589;2463,524561;;;566,2705556;37,99842866;7,6018235;ORS_2018
2017;2;67322,65544;;61637,22985;2702,982218;2462,187036;;;491,0447155;22,53850788;6,673118954;ORS_2018
2017;3;67468,22876;;61842,26042;2614,302906;2407,622554;;;583,7475868;16,3752822;3,920007793;ORS_2018
2017;4;67260,05619;;62096,66006;2146,992626;2397,434599;;;565,6413708;32,02903827;21,29849271;ORS_2018
2017;5;67275,95808;;61896,16481;2012,92937;2728,389388;;;607,4311103;26,37593708;4,66745937;ORS_2018
2017;6;67398,00228;;61872,74036;2268,302269;2594,253458;;;636,1589083;15,36734687;11,17993886;ORS_2018
2017;7;67344,60374;;61651,92805;2238,731855;2806,448048;;;624,5797826;21,06263087;1,853373377;ORS_2018
2017;8;67882,16352;;61868,96884;2392,949507;3016,899785;;;589,1303105;7,162559829;7,052521428;ORS_2018
2017;9;67917,10156;;62146,00271;2242,387723;2934,214635;;;564,3348598;22,18500064;7,976636217;ORS_2018
2017;10;67781,33476;;62093,04652;2280,661633;2716,495787;;;655,3673082;28,21540891;7,548105253;ORS_2018
2017;11;67506,20577;;62174,01855;2240,559764;2430,820038;;;633,0912745;26,30745193;1,408692935;ORS_2018
2017;12;67853,03492;;62694,35638;1879,220739;2639,425608;;;607,7205124;21,41315227;10,89852618;ORS_2018
2018;1;67302,30999;;62215,33988;1898,230205;2528,85791;;;621,7279683;28,33631379;9,8177179;ORS_2018
2018;2;67115,7608;;62268,82652;1965,159567;2256,233811;;;573,558491;42,57804609;9,404361725;ORS_2018
2018;3;67225,73032;;62148,29604;1975,501749;2503,750756;;;563,9599056;22,17268815;12,04918823;ORS_2018
2018;4;67513,25215;;62588,71882;1813,418226;2415,051469;;;664,0581067;29,76627996;2,23925;ORS_2018
2018;5;67293,50612;;62285,00427;1898,482758;2562,966625;;;523,2209871;15,77270143;8,058779798;ORS_2018
2018;6;67471,88793;;61896,48134;1984,773747;2765,633946;;;798,8785863;16,54122813;8,23958292;ORS_2018
2018;7;67535,20766;;62221,04385;1941,082716;2720,428186;;;630,1283687;11,45957903;11,0649602;ORS_2018
2018;8;68095,42862;;62101,32401;2404,661495;2868,331933;;;679,8627058;32,86049314;8,387987748;ORS_2018
2018;9;68136,50757;;62593,58852;2205,515016;2698,907285;;;589,5659226;35,40674265;10,04666501;ORS_2018
2018;10;67500,01849;;62105,2257;2244,01531;2450,432832;;;666,6011801;33,74347314;…;ORS_2018
2018;11;67685,06831;;62327,76736;2214,479118;2483,174106;;;623,7582457;28,73384718;5,54512567;ORS_2018
2018;12;68052,35671;;62612,80507;2332,68551;2448,651187;;;625,8923846;31,1136624;1,2089;ORS_2018
2017;1;67228,16262;;61405,92767;2746,839589;2463,524561;;;566,2705556;37,99842866;7,6018235;ORS_2017
2017;2;67322,65544;;61637,22985;2702,982218;2462,187036;;;491,0447155;22,53850788;6,673118954;ORS_2017
2017;3;67468,22876;;61842,26042;2614,302906;2407,622554;;;583,7475868;16,3752822;3,920007793;ORS_2017
2017;4;67260,05619;;62096,66006;2146,992626;2397,434599;;;565,6413708;32,02903827;21,29849271;ORS_2017
2017;5;67275,95808;;61896,16481;2012,92937;2728,389388;;;607,4311103;26,37593708;4,66745937;ORS_2017
2017;6;67398,00228;;61872,74036;2268,302269;2594,253458;;;636,1589083;15,36734687;11,17993886;ORS_2017
2017;7;67344,60374;;61651,92805;2238,731855;2806,448048;;;624,5797826;21,06263087;1,853373377;ORS_2017
2017;8;67882,16352;;61868,96884;2392,949507;3016,899785;;;589,1303105;7,162559829;7,052521428;ORS_2017
2017;9;67917,10156;;62146,00271;2242,387723;2934,214635;;;564,3348598;22,18500064;7,976636217;ORS_2017
2017;10;67781,33476;;62093,04652;2280,661633;2716,495787;;;655,3673082;28,21540891;7,548105253;ORS_2017
2017;11;67506,20577;;62174,01855;2240,559764;2430,820038;;;633,0912745;26,30745193;1,408692935;ORS_2017
2017;12;67853,03492;;62694,35638;1879,220739;2639,425608;;;607,7205124;21,41315227;10,89852618;ORS_2017
2015;1;66894,9259;;60826,67951;2842,2297;2595,8262;;;596,0062798;21,41453481;12,76967614;ORS_2016
2015;2;66715,27852;;60840,12441;2637,557739;2536,374939;;;671,4555562;28,65909628;1,106772727;ORS_2016
2015;3;66573,91642;;60887,25333;2530,861809;2657,469226;;;461,5030094;33,29407775;3,534967262;ORS_2016
2015;4;66715,04594;;60681,77712;2443,973698;2866,790338;;;677,8074954;38,69708928;6,000196443;ORS_2016
2015;5;66961,41669;;60804,89531;2648,926761;2754,993882;;;727,3767902;13,93134138;11,29260408;ORS_2016
2015;6;67109,95196;;60839,10844;2684,463352;2845,37361;;;698,7896609;40,20916054;2,007736842;ORS_2016
2015;7;67516,30199;;61252,28187;2635,043826;2969,717768;;;627,4807989;23,80784672;7,969880153;ORS_2016
2015;8;67668,70324;;61252,58408;3040,260493;2780,959969;;;574,00456;19,42309674;1,471043478;ORS_2016
2015;9;67286,1749;;61378,0351;2621,319323;2662,738545;;;582,4811372;30,76668829;10,83410055;ORS_2016
2015;10;67447,9322;;61321,19447;2595,384397;2910,298492;;;593,7904594;25,79033622;1,474043478;ORS_2016
2015;11;66996,39286;;61174,87695;2690,121369;2507,230846;;;595,5398408;22,51821804;6,10563524;ORS_2016
2015;12;67427,65404;;61611,91731;2799,032167;2394,623427;;;593,7398752;27,19111159;1,150142857;ORS_2016
2016;1;66344,47672;;61080,52803;2358,807986;2322,452557;;;547,3502187;26,39781349;8,940118419;ORS_2016
2016;2;66362,55022;;60951,61208;2400,535209;2345,154248;;;625,79559;32,09080878;7,36227808;ORS_2016
2016;3;66495,63191;;60982,43519;2468,279662;2459,391885;;;563,8940861;13,84716215;7,783928542;ORS_2016
2016;4;66579,40922;;61156,12525;2400,780003;2439,375801;;;527,6967434;51,35347274;4,077947723;ORS_2016
2016;5;66426,64627;;60820,29336;2470,637716;2512,402286;;;591,4876322;28,39009316;3,435182675;ORS_2016
2016;6;66907,31298;;61086,2604;2474,939805;2583,434004;;;716,4433088;34,92660028;11,30885963;ORS_2016
2016;7;67283,5512;;61386,15923;2375,409687;2890,23415;;;599,7162963;19,86345145;12,16837641;ORS_2016
2016;8;67460,93182;;61549,76114;2694,874041;2565,089703;;;614,6140541;30,41813694;6,17474699;ORS_2016
2016;9;67401,22145;;61551,9702;2640,259773;2563,286011;;;620,0677387;20,24903944;5,388686842;ORS_2016
2016;10;67033,34631;;61210,4351;2502,438478;2702,360138;;;599,5507995;15,7132194;2,848575188;ORS_2016
2016;11;67362,2064;;61853,94581;2508,407148;2380,197737;;;591,733282;24,11608954;3,806335106;ORS_2016
2016;12;67963,06485;;62524,84676;2312,620136;2393,514879;;;712,5500548;16,2135599;3,319452381;ORS_2016
2014;1;65613,98461;;59601,18528;2870,190957;2524,27513;;;566,2133045;34,03086086;18,08907849;ORS_2015
2014;2;66047,3831;;60397,25309;2634,767012;2348,193591;;;624,3963487;16,62501943;26,14804343;ORS_2015
2014;3;66179,7527;;60485,25046;2437,792126;2618,572881;;;603,8223605;28,62769805;5,687181123;ORS_2015
2014;4;65984,16912;;60633,66596;2432,962345;2375,030544;;;500,9802351;17,94258134;23,58745808;ORS_2015
2014;5;66045,78203;;60490,42922;2304,624891;2487,729949;;;689,9330142;48,69986704;24,36508964;ORS_2015
2014;6;66304,8684;;60405,28118;2621,439367;2674,854681;;;562,863042;18,68475182;21,74537518;ORS_2015
2014;7;66564,6537;;60397,31506;2611,12106;2915,579846;;;573,8514667;42,44059582;24,34567494;ORS_2015
2014;8;66525,41262;;60308,343;2826,380954;2798,16221;;;555,428251;23,16856601;13,92963793;ORS_2015
2014;9;66563,55427;;60126,05591;2828,583866;2950,849768;;;609,9348906;31,01129535;17,11854593;ORS_2015
2014;10;66826,02614;;60673,78787;2716,280406;2760,399839;;;614,630055;28,98189975;31,94606564;ORS_2015
2014;11;66632,73899;;60578,93493;2806,185155;2584,346484;;;614,4866683;27,02931642;21,75643265;ORS_2015
2014;12;67251,39979;;61224,79145;2582,851768;2824,239254;;;568,7909746;23,6153713;27,11097053;ORS_2015
2015;1;66894,9259;;60826,67951;2842,2297;2595,8262;;;596,0062798;21,41453481;12,76967614;ORS_2015
2015;2;66715,27852;;60840,12441;2637,557739;2536,374939;;;671,4555562;28,65909628;1,106772727;ORS_2015
2015;3;66573,91642;;60887,25333;2530,861809;2657,469226;;;461,5030094;33,29407775;3,534967262;ORS_2015
2015;4;66715,04594;;60681,77712;2443,973698;2866,790338;;;677,8074954;38,69708928;6,000196443;ORS_2015
2015;5;66961,41669;;60804,89531;2648,926761;2754,993882;;;727,3767902;13,93134138;11,29260408;ORS_2015
2015;6;67109,95196;;60839,10844;2684,463352;2845,37361;;;698,7896609;40,20916054;2,007736842;ORS_2015
2015;7;67516,30199;;61252,28187;2635,043826;2969,717768;;;627,4807989;23,80784672;7,969880153;ORS_2015
2015;8;67668,70324;;61252,58408;3040,260493;2780,959969;;;574,00456;19,42309674;1,471043478;ORS_2015
2015;9;67286,1749;;61378,0351;2621,319323;2662,738545;;;582,4811372;30,76668829;10,83410055;ORS_2015
2015;10;67447,9322;;61321,19447;2595,384397;2910,298492;;;593,7904594;25,79033622;1,474043478;ORS_2015
2015;11;66996,39286;;61174,87695;2690,121369;2507,230846;;;595,5398408;22,51821804;6,10563524;ORS_2015
2015;12;67427,65404;;61611,91731;2799,032167;2394,623427;;;593,7398752;27,19111159;1,150142857;ORS_2015
2013;1;66192,6274;;60149,83759;2453,54274;2825,076606;;;735,7843954;28,3860763;;ORS_2014
2013;2;66137,97447;;60713,35581;2315,229246;2366,008686;;;726,33409;17,04663448;;ORS_2014
2013;3;66201,10661;;60696,17986;2148,100726;2586,013356;;;747,5233383;23,28932885;;ORS_2014
2013;4;66058,12284;;60574,90663;2294,426667;2527,344664;;;642,3686869;19,0761874;;ORS_2014
2013;5;66318,97527;;60800,59326;2042,90059;2651,821723;;;797,7898305;25,86986039;;ORS_2014
2013;6;66122,21415;;60308,73972;2230,666127;2918,382232;;;644,3351971;20,09086887;;ORS_2014
2013;7;66039,281;;60388,77337;2092,046893;2923,995305;;;614,4657146;19,9997245;;ORS_2014
2013;8;66510,99391;;60553,40888;2344,852045;2904,123656;;;681,2449729;27,36435663;;ORS_2014
2013;9;66247,82442;;60716,04535;2017,11778;2781,7052;;;712,0618351;20,89426038;;ORS_2014
2013;10;65871,90443;;60254,10878;2166,355287;2732,625342;;;709,1117363;9,703289257;;ORS_2014
2013;11;66444,07638;;60864,82901;2142,626969;2610,741222;;;802,939881;22,93929931;;ORS_2014
2013;12;66216,86291;;60482,33239;2356,297806;2600,340576;;;764,4382005;13,45393496;;ORS_2014
2014;1;65613,98461;;59601,18528;2870,190957;2524,27513;;;566,2133045;34,03086086;18,08907849;ORS_2014
2014;2;66047,3831;;60397,25309;2634,767012;2348,193591;;;624,3963487;16,62501943;26,14804343;ORS_2014
2014;3;66179,7527;;60485,25046;2437,792126;2618,572881;;;603,8223605;28,62769805;5,687181123;ORS_2014
2014;4;65984,16912;;60633,66596;2432,962345;2375,030544;;;500,9802351;17,94258134;23,58745808;ORS_2014
2014;5;66045,78203;;60490,42922;2304,624891;2487,729949;;;689,9330142;48,69986704;24,36508964;ORS_2014
2014;6;66304,8684;;60405,28118;2621,439367;2674,854681;;;562,863042;18,68475182;21,74537518;ORS_2014
2014;7;66564,6537;;60397,31506;2611,12106;2915,579846;;;573,8514667;42,44059582;24,34567494;ORS_2014
2014;8;66525,41262;;60308,343;2826,380954;2798,16221;;;555,428251;23,16856601;13,92963793;ORS_2014
2014;9;66563,55427;;60126,05591;2828,583866;2950,849768;;;609,9348906;31,01129535;17,11854593;ORS_2014
2014;10;66826,02614;;60673,78787;2716,280406;2760,399839;;;614,630055;28,98189975;31,94606564;ORS_2014
2014;11;66632,73899;;60578,93493;2806,185155;2584,346484;;;614,4866683;27,02931642;21,75643265;ORS_2014
2014;12;67251,39979;;61224,79145;2582,851768;2824,239254;;;568,7909746;23,6153713;27,11097053;ORS_2014
2012;1;65413,21255;;59439,73406;2774,243252;2406,538038;;;779,7063824;12,99081931;;ORS_2013
2012;2;65479,96861;;59892,62559;2490,28224;2376,233789;;;692,6520144;28,17497115;;ORS_2013
2012;3;65449,55157;;59947,82437;2466,663068;2352,184607;;;671,9864478;10,89308347;;ORS_2013
2012;4;66279,72783;;60875,1722;2316,01609;2294,128654;;;766,3521117;28,05877954;;ORS_2013
2012;5;67174,89252;;61351,89144;2455,82844;2441,058044;;;903,0882564;23,02633529;;ORS_2013
2012;6;67354,95355;;61399,61424;2721,332445;2405,869279;;;819,6655224;8,472059728;;ORS_2013
2012;7;66735,53803;;61131,82068;2222,772887;2636,5957;;;726,7178919;17,63086958;;ORS_2013
2012;8;67468,73643;;61381,86615;2215,64341;2925,327688;;;940,3413301;5,557853175;;ORS_2013
2012;9;67053,14684;;61106,6432;2429,059156;2721,052558;;;771,8607237;24,53119474;;ORS_2013
2012;10;66897,70609;;61440,5444;2026,944502;2601,454406;;;801,7855215;26,97725667;;ORS_2013
2012;11;67141,17207;;61710,78845;2163,327808;2421,487641;;;818,7245077;24,67476966;;ORS_2013
2012;12;66725,26659;;61597,24151;2051,712531;2298,569117;;;759,4382741;18,30515684;;ORS_2013
2013;1;66192,6274;;60149,83759;2453,54274;2825,076606;;;735,7843954;28,3860763;;ORS_2013
2013;2;66137,97447;;60713,35581;2315,229246;2366,008686;;;726,33409;17,04663448;;ORS_2013
2013;3;66201,10661;;60696,17986;2148,100726;2586,013356;;;747,5233383;23,28932885;;ORS_2013
2013;4;66058,12284;;60574,90663;2294,426667;2527,344664;;;642,3686869;19,0761874;;ORS_2013
2013;5;66318,97527;;60800,59326;2042,90059;2651,821723;;;797,7898305;25,86986039;;ORS_2013
2013;6;66122,21415;;60308,73972;2230,666127;2918,382232;;;644,3351971;20,09086887;;ORS_2013
2013;7;66039,281;;60388,77337;2092,046893;2923,995305;;;614,4657146;19,9997245;;ORS_2013
2013;8;66510,99391;;60553,40888;2344,852045;2904,123656;;;681,2449729;27,36435663;;ORS_2013
2013;9;66247,82442;;60716,04535;2017,11778;2781,7052;;;712,0618351;20,89426038;;ORS_2013
2013;10;65871,90443;;60254,10878;2166,355287;2732,625342;;;709,1117363;9,703289257;;ORS_2013
2013;11;66444,07638;;60864,82901;2142,626969;2610,741222;;;802,939881;22,93929931;;ORS_2013
2013;12;66216,86291;;60482,33239;2356,297806;2600,340576;;;764,4382005;13,45393496;;ORS_2013
2011;1;64518,38699;;58268,99;3282,785011;2189,860429;;;764,7393854;12,0121589;;ORS_2012
2011;2;64696,643;;59428,95215;2678,106952;1980,199554;;;595,9595622;13,42478513;;ORS_2012
2011;3;65035,92676;;59789,11934;2425,059752;2235,667527;;;567,1678507;18,91228963;;ORS_2012
2011;4;65030,50458;;59645,86157;2377,712601;2303,160622;;;698,7108481;5,058933333;;ORS_2012
2011;5;65970,19339;;60432,14634;2528,566296;2245,876445;;;746,5050911;17,09920998;;ORS_2012
2011;6;66397,82775;;60644,5696;2627,91705;2506,873389;;;602,7914135;15,6763051;;ORS_2012
2011;7;65867,65104;;59958,86184;2821,614703;2360,933201;;;700,1606234;26,08066847;;ORS_2012
2011;8;66705,07859;;61445,2245;2289,561396;2398,023101;;;561,08938;11,18021141;;ORS_2012
2011;9;66602,29814;;61023,1391;2335,018227;2504,401327;;;727,0411672;12,69832543;;ORS_2012
2011;10;66054,63208;;60801,75848;2193,208434;2368,781942;;;685,7070009;5,176219231;;ORS_2012
2011;11;66428,58709;;61178,25055;2157,127889;2370,491649;;;712,9309621;9,786039771;;ORS_2012
2011;12;66619,25948;;61477,71753;2245,299125;2280,649319;;;601,2857738;14,30772867;;ORS_2012
2012;1;65413,21255;;59439,73406;2774,243252;2406,538038;;;779,7063824;12,99081931;;ORS_2012
2012;2;65479,96861;;59892,62559;2490,28224;2376,233789;;;692,6520144;28,17497115;;ORS_2012
2012;3;65449,55157;;59947,82437;2466,663068;2352,184607;;;671,9864478;10,89308347;;ORS_2012
2012;4;66279,72783;;60875,1722;2316,01609;2294,128654;;;766,3521117;28,05877954;;ORS_2012
2012;5;67174,89252;;61351,89144;2455,82844;2441,058044;;;903,0882564;23,02633529;;ORS_2012
2012;6;67354,95355;;61399,61424;2721,332445;2405,869279;;;819,6655224;8,472059728;;ORS_2012
2012;7;66735,53803;;61131,82068;2222,772887;2636,5957;;;726,7178919;17,63086958;;ORS_2012
2012;8;67468,73643;;61381,86615;2215,64341;2925,327688;;;940,3413301;5,557853175;;ORS_2012
2012;9;67053,14684;;61106,6432;2429,059156;2721,052558;;;771,8607237;24,53119474;;ORS_2012
2012;10;66897,70609;;61440,5444;2026,944502;2601,454406;;;801,7855215;26,97725667;;ORS_2012
2012;11;67141,17207;;61710,78845;2163,327808;2421,487641;;;818,7245077;24,67476966;;ORS_2012
2012;12;66725,26659;;61597,24151;2051,712531;2298,569117;;;759,4382741;18,30515684;;ORS_2012
2010;1;63206,45816;;56944,04137;3361,76071;2116,3251;;;753,25723;31,07375;;ORS_2011
2010;2;63849,58177;;57800,82047;3153,67626;2022,02677;;;839,35089;33,70738;;ORS_2011
2010;3;64042,83277;;58251,00149;3137,41438;2028,58466;;;607,80097;18,03127;;ORS_2011
2010;4;63955,52042;;58002,88138;3114,46873;2064,97113;;;744,90211;28,29707;;ORS_2011
2010;5;65395,53272;;59262,90275;3135,19999;2275,64423;;;701,24697;20,53878;;ORS_2011
2010;6;65976,64642;;59518,65027;3379,00769;2309,43098;;;737,08722;32,47026;;ORS_2011
2010;7;65224,17379;;58894,8021;2960,1131;2613,25806;;;739,38004;16,62049;;ORS_2011
2010;8;65466,96303;;59187,28347;2982,42717;2559,51517;;;721,96441;15,77281;;ORS_2011
2010;9;65999,91953;;59894,45625;2717,56701;2626,62533;;;740,47818;20,79276;;ORS_2011
2010;10;65910,14951;;60481,34267;2561,08024;2253,37926;;;599,14348;15,20386;;ORS_2011
2010;11;65825,14916;;60352,39637;2567,20242;2330,01285;;;563,1389;12,39862;;ORS_2011
2010;12;65126,36332;;59945,8412;2489,66654;2109,66041;;;569,88854;11,30663;;ORS_2011
2011;1;64383,09181;;58091,77361;3289,246469;2219,9402;;;769,3232616;12,80826922;;ORS_2011
2011;2;64666,25032;;59338,75948;2677,125054;2035,543431;;;600,8009034;14,02145002;;ORS_2011
2011;3;64852,82879;;59506,87084;2482,022558;2276,76101;;;567,6637581;19,51062149;;ORS_2011
2011;4;64912,07947;;59440,37498;2395,946904;2359,783197;;;710,2113999;5,76299372;;ORS_2011
2011;5;65769,61923;;60165,33794;2541,804238;2287,830615;;;759,1535324;15,49289996;;ORS_2011
2011;6;66253,69563;;60414,22477;2676,618393;2541,700581;;;606,4097285;14,74215807;;ORS_2011
2011;7;65678,53191;;59671,73856;2842,983569;2430,036773;;;708,1930969;25,57991042;;ORS_2011
2011;8;66530,40377;;61215,62271;2290,660488;2440,31905;;;572,3877945;11,41372471;;ORS_2011
2011;9;66437,97721;;60782,96377;2372,430088;2539,379147;;;729,6520627;13,55213807;;ORS_2011
2011;10;65839,66398;;60491,89441;2237,712452;2418,499174;;;686,4069656;5,150980463;;ORS_2011
2011;11;66243,60246;;60900,6605;2207,555939;2406,698893;;;719,7462534;8,940867538;;ORS_2011
2011;12;66459,55191;;61313,98207;2249,781693;2291,41021;;;591,9885857;12,38935466;;ORS_2011
2009;2;63060,41685;;55960,95586;3915,32742;2259,15367;;;900,46046;24,51944;;ORS_2010
2009;5;64134,80764;;57396,58516;3207,81619;2627,423;;;881,72266;21,26063;;ORS_2010
2009;8;64596,44652;;57728,83275;3230,57519;2634,83679;;;983,41509;18,7867;;ORS_2010
2009;9;64549,44674;;57689,60644;3282,81008;2707,01017;;;853,92767;16,09238;;ORS_2010
2009;10;64729,73503;;58105,4864;3496,39398;2287,97912;;;801,37502;38,50051;;ORS_2010
2009;11;64560,45217;;58393,72169;3278,92555;2171,25234;;;710,22304;6,32955;;ORS_2010
2009;12;64849,91341;;58081,78766;3616,94967;2243,20913;;;891,63145;16,3355;;ORS_2010
2010;1;63206,45816;;56944,04137;3361,76071;2116,3251;;;753,25723;31,07375;;ORS_2010
2010;2;63849,58177;;57800,82047;3153,67626;2022,02677;;;839,35089;33,70738;;ORS_2010
2010;3;64042,83277;;58251,00149;3137,41438;2028,58466;;;607,80097;18,03127;;ORS_2010
2010;4;63955,52042;;58002,88138;3114,46873;2064,97113;;;744,90211;28,29707;;ORS_2010
2010;5;65395,53272;;59262,90275;3135,19999;2275,64423;;;701,24697;20,53878;;ORS_2010
2010;6;65975,07385;;59517,0777;3379,00769;2309,43098;;;737,08722;32,47026;;ORS_2010
2010;7;65224,17379;;58894,8021;2960,1131;2613,25806;;;739,38004;16,62049;;ORS_2010
2010;8;65466,31053;;59186,63097;2982,42717;2559,51517;;;721,96441;15,77281;;ORS_2010
2010;9;65999,91953;;59894,45625;2717,56701;2626,62533;;;740,47818;20,79276;;ORS_2010
2010;10;65910,1575;;60481,3503;2561,080438;2253,379375;;;599,1435278;15,20385596;;ORS_2010
2010;11;65825,1482;;60352,39577;2567,202171;2330,012795;;;563,1388402;12,3986235;;ORS_2010
2010;12;65126,36132;;59945,83962;2489,666391;2109,660141;;;569,8885509;11,30661204;;ORS_2010
2008;2;64858,17412;;56061,90267;4855,35948;2522,5743;;;1418,33767;;;ORS_2009
2008;5;66170,993;;56603,84958;5337,33651;2694,8529;;;1534,95401;;;ORS_2009
2008;8;66429,97366;;56794,46432;5145,86149;3156,62103;;;1333,02682;;;ORS_2009
2008;11;65638,62864;;56665,90475;4695,6516;2726,53701;;;1550,53528;;;ORS_2009
2009;2;63060,41685;;55960,95586;3915,32742;2259,15367;;;900,46046;24,51944;;ORS_2009
2009;5;64134,80568;;57396,58356;3207,816021;2627,422723;;;881,7227382;21,26063293;;ORS_2009
2009;8;64596,44961;;57728,83534;3230,575451;2634,837012;;;983,4151035;18,78669827;;ORS_2009
2009;9;64549,45349;;57689,61242;3282,810362;2707,010529;;;853,9277873;16,09239058;;ORS_2009
2009;10;64729,73262;;58105,48405;3496,394056;2287,979076;;;801,374912;38,5005243;;ORS_2009
2009;11;64560,45319;;58393,7229;3278,925516;2171,252138;;;710,2230784;6,329553909;;ORS_2009
2009;12;64849,91604;;58081,79043;3616,94952;2243,209011;;;891,6315829;16,33549429;;ORS_2009
